ID,Date,Description,Amount
375,15/6/3,Test37,55.00
376,15/6/16,Test64,-502.00
377,15/3/14,Test45,68.00
378,15/5/20,Test4,815.00
379,15/9/4,Test80,-426.99
380,15/2/8,Test57,18.00
381,15/1/19,Test98,-760.00
382,15/6/25,Test84,-159.00
383,15/12/27,Test63,-5.99
384,15/3/30,Test84,-427.00
385,15/4/24,Test62,-276.00
386,15/9/13,Test93,-398.00
387,15/2/20,Test25,998.00
388,15/4/12,Test8,-973.99
389,15/4/24,Test5,638.00
390,15/4/16,Test78,579.00
391,15/6/13,Test48,470.99
392,15/11/11,Test63,320.00
393,15/8/28,Test87,-98.00
394,15/2/12,Test49,-243.00
395,15/12/15,Test92,-219.00
396,15/1/16,Test55,264.00
397,15/12/18,Test100,-602.00
398,15/6/1,Test48,288.00
399,15/3/8,Test1,-907.99
400,15/4/17,Test63,-893.00
401,15/7/24,Test94,611.00
402,15/4/30,Test30,-925.99
403,15/9/11,Test81,-788.00
404,15/12/24,Test33,64.00
405,15/11/24,Test66,667.00
406,15/3/30,Test46,336.99
407,15/1/19,Test20,103.00
408,15/12/27,Test55,812.99
409,15/10/14,Test5,-660.00
410,15/10/19,Test23,-944.99
411,15/3/22,Test89,-337.99
412,15/7/19,Test6,-237.99
413,15/8/2,Test81,-575.99
414,15/7/10,Test20,-143.00
415,15/6/24,Test94,-671.00
416,15/12/14,Test20,173.99
417,15/7/26,Test20,-958.00
418,15/2/2,Test21,844.00
419,15/8/25,Test50,-267.00
420,15/9/23,Test1,-620.00
421,15/9/17,Test47,749.00
422,15/7/9,Test14,-421.00
423,15/5/12,Test28,966.00
424,15/8/4,Test59,-810.00
425,15/8/1,Test37,655.00
426,15/7/30,Test9,641.00
427,15/5/29,Test78,-352.99
428,15/11/14,Test97,-215.00
429,15/1/9,Test12,-847.99
430,15/10/22,Test50,343.00
431,15/8/24,Test20,-702.99
432,15/12/25,Test54,-216.00
433,15/12/29,Test23,-429.99
434,15/4/17,Test96,-385.00
435,15/6/29,Test55,584.00
436,15/12/26,Test46,854.00
437,15/3/18,Test27,-481.00
438,15/10/27,Test84,904.00
439,15/12/1,Test25,-560.99
440,15/1/25,Test78,608.00
441,15/7/26,Test33,970.00
442,15/7/28,Test51,180.00
443,15/5/23,Test34,-706.00
444,15/6/15,Test85,-834.00
445,15/10/9,Test49,-280.00
446,15/11/24,Test34,-855.00
447,15/3/25,Test77,-770.00
448,15/2/24,Test48,54.00
449,15/6/4,Test11,-723.00
450,15/3/10,Test21,-831.99
451,15/2/18,Test71,486.00
452,15/12/28,Test11,781.00
453,15/3/4,Test8,-340.00
454,15/6/15,Test87,114.00
455,15/1/27,Test61,-241.00
456,15/11/29,Test62,-743.00
457,15/9/11,Test39,-868.00
458,15/4/15,Test9,324.00
459,15/9/17,Test2,658.00
460,15/5/24,Test42,705.99
461,15/8/20,Test15,-589.00
462,15/3/18,Test20,767.00
463,15/12/18,Test32,514.00
464,15/8/10,Test43,-867.00
465,15/5/3,Test75,953.00
466,15/10/17,Test6,-536.00
467,15/8/30,Test13,-884.00
468,15/6/27,Test17,11.00
469,15/6/24,Test90,-537.00
470,15/10/5,Test21,-493.00
471,15/2/20,Test66,-63.00
472,15/9/8,Test88,583.99
473,15/1/25,Test31,996.00
474,15/12/17,Test68,464.99
475,15/11/2,Test91,465.00
476,15/1/22,Test100,610.99
477,15/11/16,Test52,-522.00
478,15/4/17,Test10,544.99
479,15/12/6,Test79,-541.00
480,15/5/24,Test50,53.00
481,15/1/28,Test51,-948.00
482,15/5/5,Test71,-282.00
483,15/1/1,Test44,717.00
484,15/5/2,Test29,34.00
485,15/9/8,Test65,-947.99
486,15/10/21,Test55,-32.00
487,15/9/23,Test64,-776.00
488,15/1/12,Test98,429.00
489,15/10/10,Test45,-451.00
490,15/7/5,Test30,263.99
491,15/11/31,Test5,-63.00
492,15/2/21,Test100,835.00
493,15/6/26,Test68,476.99
494,15/1/15,Test92,-127.99
495,15/4/17,Test86,-641.00
496,15/10/25,Test71,513.00
497,15/6/31,Test91,-193.00
498,15/12/21,Test25,634.00
499,15/6/16,Test37,268.99
500,15/7/10,Test78,810.99
501,15/5/18,Test50,-236.00
502,15/9/4,Test97,-882.00
503,15/12/31,Test63,-45.00
504,15/10/25,Test27,-968.00
505,15/9/12,Test94,64.99
506,15/7/13,Test62,830.00
507,15/2/7,Test53,94.00
508,15/5/18,Test78,451.00
509,15/10/12,Test89,-552.00
510,15/1/26,Test98,742.00
511,15/10/27,Test33,-840.00
512,15/9/11,Test46,-328.00
513,15/11/11,Test37,877.00
514,15/3/1,Test71,-835.00
515,15/12/18,Test50,744.00
516,15/4/22,Test73,548.99
517,15/10/11,Test44,173.00
518,15/4/21,Test90,796.00
519,15/4/4,Test48,197.00
520,15/4/14,Test91,52.00
521,15/11/30,Test88,-218.00
522,15/5/5,Test36,605.00
523,15/8/15,Test45,378.00
524,15/1/31,Test97,-913.99
525,15/7/17,Test25,-336.00
526,15/12/13,Test22,273.00
527,15/5/12,Test8,10.99
528,15/9/16,Test40,-511.99
529,15/5/15,Test76,508.99
530,15/10/23,Test56,570.00
531,15/5/21,Test100,107.00
532,15/12/16,Test65,-95.99
533,15/1/18,Test31,604.00
534,15/7/27,Test30,-116.00
535,15/9/9,Test18,443.99
536,15/1/20,Test74,-284.00
537,15/4/1,Test89,80.00
538,15/5/28,Test29,556.00
539,15/6/28,Test38,-853.00
540,15/3/20,Test65,-797.00
541,15/11/16,Test41,-294.99
542,15/1/12,Test41,540.00
543,15/10/7,Test1,501.00
544,15/4/30,Test72,912.00
545,15/5/10,Test80,418.00
546,15/12/1,Test77,779.00
547,15/4/4,Test4,855.00
548,15/4/14,Test77,900.00
549,15/1/4,Test22,447.99
550,15/11/7,Test15,560.00
551,15/2/24,Test65,-49.00
552,15/10/5,Test21,908.00
553,15/3/7,Test33,965.00
554,15/4/19,Test93,944.00
555,15/6/19,Test68,-828.00
556,15/2/28,Test8,-538.00
557,15/9/10,Test51,506.00
558,15/10/21,Test88,507.00
559,15/11/17,Test28,-71.99
560,15/3/13,Test94,-821.99
561,15/1/13,Test65,794.00
562,15/9/1,Test53,-443.00
563,15/11/1,Test33,200.00
564,15/9/11,Test97,641.00
565,15/6/11,Test2,-221.00
566,15/7/19,Test15,502.99
567,15/2/12,Test21,-1000.99
568,15/5/19,Test78,-56.00
569,15/6/29,Test5,-305.99
570,15/11/12,Test29,651.00
571,15/3/31,Test14,439.00
572,15/10/19,Test93,-275.00
573,15/12/12,Test41,373.00
574,15/3/1,Test6,303.00
575,15/12/14,Test5,455.00
576,15/5/18,Test50,-541.00
577,15/6/26,Test30,-149.00
578,15/12/27,Test80,187.00
579,15/6/20,Test83,882.99
580,15/6/30,Test4,-448.00
581,15/1/5,Test100,-654.00
582,15/8/15,Test12,-610.00
583,15/2/12,Test71,528.99
584,15/4/16,Test12,368.00
585,15/3/9,Test13,291.00
586,15/2/22,Test99,363.00
587,15/8/18,Test28,-719.00
588,15/7/5,Test98,-450.00
589,15/3/29,Test70,-466.00
590,15/6/19,Test63,610.00
591,15/9/3,Test48,-123.00
592,15/4/15,Test65,757.00
593,15/7/9,Test56,-353.00
594,15/7/6,Test32,-558.00
595,15/10/25,Test89,960.00
596,15/10/25,Test96,819.99
597,15/8/28,Test5,723.99
598,15/8/19,Test41,329.00
599,15/10/29,Test57,-525.00
600,15/12/4,Test29,-443.00
601,15/10/15,Test51,970.00
602,15/5/10,Test38,-165.99
603,15/9/27,Test53,357.00
604,15/12/13,Test53,949.00
605,15/8/5,Test43,-139.00
606,15/10/3,Test53,155.00
607,15/10/5,Test10,-164.00
608,15/4/19,Test100,349.00
609,15/5/12,Test55,575.00
610,15/7/14,Test26,-795.00
611,15/1/18,Test95,-777.99
612,15/9/2,Test71,12.99
613,15/2/23,Test90,527.00
614,15/10/20,Test15,756.00
615,15/6/16,Test61,-509.00
616,15/8/20,Test38,647.00
617,15/9/6,Test48,-618.00
618,15/6/18,Test30,689.99
619,15/3/30,Test96,-653.00
620,15/8/9,Test78,-797.00
621,15/12/26,Test24,733.99
622,15/8/26,Test46,-794.00
623,15/6/11,Test54,888.00
624,15/10/13,Test78,-157.00
625,15/5/8,Test60,-185.00
626,15/8/9,Test60,-495.00
627,15/12/23,Test87,-642.00
628,15/5/27,Test87,-439.00
629,15/7/14,Test78,931.00
630,15/12/5,Test13,290.00
631,15/8/12,Test74,-580.00
632,15/10/26,Test99,-9.00
633,15/4/21,Test53,-758.00
634,15/8/3,Test17,870.00
635,15/5/25,Test5,-838.99
636,15/1/28,Test3,-514.00
637,15/10/16,Test28,771.00
638,15/6/8,Test90,408.00
639,15/7/25,Test91,-333.00
640,15/10/19,Test42,-983.00
641,15/10/24,Test57,-36.99
642,15/7/3,Test20,488.00
643,15/1/30,Test41,682.99
644,15/7/18,Test44,-401.00
645,15/10/28,Test42,109.00
646,15/5/10,Test57,561.00
647,15/4/12,Test64,358.00
648,15/1/7,Test83,277.00
649,15/4/4,Test50,979.00
650,15/1/5,Test37,-791.99
651,15/10/28,Test65,-164.00
652,15/7/10,Test100,821.99
653,15/10/14,Test65,716.00
654,15/2/25,Test18,69.00
655,15/7/5,Test46,475.00
656,15/3/26,Test93,32.00
657,15/8/15,Test70,-344.00
658,15/12/30,Test68,-831.00
659,15/9/6,Test24,-899.00
660,15/2/16,Test32,483.00
661,15/2/15,Test22,449.00
662,15/11/26,Test43,-753.00
663,15/8/16,Test42,44.00
664,15/10/11,Test98,49.00
665,15/3/15,Test71,-561.00
666,15/6/3,Test83,-607.00
667,15/6/3,Test46,102.00
668,15/6/12,Test19,-70.99
669,15/6/28,Test91,-943.00
670,15/2/3,Test49,531.00
671,15/3/25,Test24,-501.00
672,15/10/18,Test30,-862.99
673,15/4/19,Test77,448.00
674,15/1/24,Test28,-665.00
675,15/9/18,Test67,-541.00
676,15/1/30,Test85,568.00
677,15/9/30,Test67,-189.00
678,15/1/10,Test55,300.00
679,15/2/16,Test46,-716.00
680,15/1/23,Test15,247.99
681,15/9/3,Test89,-660.00
682,15/5/31,Test97,597.99
683,15/10/31,Test83,-704.99
684,15/1/27,Test53,-137.00
685,15/5/22,Test30,-103.00
686,15/8/4,Test75,-82.00
687,15/5/28,Test89,-734.00
688,15/11/6,Test61,-180.00
689,15/6/22,Test35,87.00
690,15/8/18,Test76,-384.00
691,15/5/2,Test14,945.00
692,15/10/25,Test43,530.00
693,15/10/17,Test7,-617.00
694,15/2/22,Test68,-813.99
695,15/1/9,Test61,85.00
696,15/5/6,Test47,-654.00
697,15/2/27,Test19,669.00
698,15/6/9,Test31,538.99
699,15/3/9,Test60,284.00
700,15/9/8,Test3,812.00
701,15/8/29,Test12,-350.00
702,15/5/18,Test78,116.99
703,15/5/23,Test85,-882.99
704,15/10/22,Test56,-732.00
705,15/1/21,Test47,-347.99
706,15/5/31,Test69,389.00
707,15/12/10,Test29,-330.00
708,15/11/22,Test14,758.00
709,15/4/1,Test32,-834.00
710,15/5/28,Test49,-545.00
711,15/2/12,Test29,355.99
712,15/6/1,Test65,566.00
713,15/10/2,Test33,-804.99
714,15/3/16,Test93,981.00
715,15/12/20,Test28,706.00
716,15/11/14,Test29,-243.00
717,15/1/14,Test81,-343.99
718,15/9/17,Test40,107.99
719,15/10/16,Test63,849.00
720,15/1/13,Test82,46.00
721,15/2/20,Test3,450.00
722,15/9/8,Test3,-274.00
723,15/9/8,Test4,330.00
724,15/4/8,Test8,-183.00
725,15/11/6,Test99,-611.00
726,15/10/26,Test27,810.00
727,15/6/4,Test81,336.00
728,15/7/6,Test82,-99.99
729,15/4/1,Test71,702.00
730,15/11/28,Test58,-651.00
731,15/3/8,Test86,207.00
732,15/8/9,Test29,-316.00
733,15/3/19,Test92,-303.00
734,15/7/17,Test90,-329.00
735,15/4/17,Test23,-75.00
736,15/9/20,Test75,203.00
737,15/8/28,Test82,-1000.00
738,15/10/4,Test75,947.00
739,15/12/4,Test97,-543.00
740,15/1/9,Test23,37.99
741,15/11/4,Test65,889.99
742,15/7/24,Test54,-72.00
743,15/4/16,Test99,-51.00
744,15/5/13,Test87,350.99
745,15/9/10,Test39,121.00
746,15/3/16,Test69,631.99
747,15/10/17,Test10,489.99
748,15/2/22,Test65,707.00
749,15/7/9,Test85,48.99
750,15/11/26,Test74,-912.00
751,15/1/18,Test82,206.99
752,15/4/11,Test95,-61.99
753,15/5/14,Test34,127.99
754,15/12/6,Test31,276.00
755,15/8/19,Test79,-463.00
756,15/1/1,Test23,-65.00
757,15/7/19,Test26,994.99
758,15/2/30,Test60,112.00
759,15/12/15,Test62,-994.00
760,15/4/10,Test69,158.00
761,15/12/16,Test69,-452.99
762,15/10/22,Test43,-811.00
763,15/8/6,Test97,359.00
764,15/12/10,Test11,-38.00
765,15/1/1,Test29,-580.00
766,15/3/28,Test40,216.00
767,15/10/11,Test53,-722.00
768,15/4/16,Test87,-284.00
769,15/4/11,Test82,-503.00
770,15/12/28,Test68,292.00
771,15/4/1,Test59,59.00
772,15/6/20,Test95,-320.99
773,15/1/2,Test92,-961.00
774,15/8/10,Test87,-819.00
775,15/9/23,Test62,97.00
776,15/12/21,Test49,405.00
777,15/7/28,Test79,-243.00
778,15/10/6,Test37,332.00
779,15/7/21,Test37,555.00
780,15/6/6,Test76,675.00
781,15/6/7,Test74,583.00
782,15/7/29,Test3,258.00
783,15/6/25,Test77,366.00
784,15/7/10,Test12,-237.00
785,15/10/31,Test74,730.99
786,15/2/3,Test62,-631.00
787,15/7/24,Test26,-730.00
788,15/10/2,Test34,34.00
789,15/12/31,Test67,38.99
790,15/10/6,Test48,-376.00
791,15/1/23,Test72,-113.00
792,15/2/5,Test33,-607.00
793,15/4/8,Test37,691.00
794,15/9/21,Test84,-89.99
795,15/1/24,Test27,759.00
796,15/5/17,Test73,376.00
797,15/3/11,Test43,399.00
798,15/6/26,Test59,183.00
799,15/9/6,Test2,826.00
800,15/7/11,Test93,566.00
801,15/6/22,Test90,-330.00
802,15/12/28,Test37,-757.99
803,15/8/4,Test97,-29.99
804,15/11/13,Test43,-672.00
805,15/1/27,Test77,-233.00
806,15/2/14,Test37,-23.00
807,15/12/22,Test3,673.00
808,15/12/30,Test23,-551.99
809,15/8/1,Test44,-126.00
810,15/11/5,Test1,410.00
811,15/12/2,Test89,-469.00
812,15/9/29,Test45,885.00
813,15/11/23,Test5,969.00
814,15/6/10,Test4,68.99
815,15/4/22,Test6,-548.00
816,15/6/13,Test44,-944.00
817,15/10/10,Test14,867.00
818,15/3/16,Test67,-527.00
819,15/8/29,Test12,-10.00
820,15/6/10,Test29,-947.00
821,15/4/3,Test85,-960.00
822,15/12/3,Test59,-678.00
823,15/8/18,Test27,-762.00
824,15/6/4,Test32,992.99
825,15/3/28,Test48,293.00
826,15/9/5,Test91,409.99
827,15/9/4,Test47,-751.00
828,15/6/17,Test45,-944.00
829,15/6/20,Test95,-796.00
830,15/2/25,Test93,272.00
831,15/1/21,Test5,-632.00
832,15/8/11,Test62,221.00
833,15/7/13,Test4,928.00
834,15/9/4,Test54,325.00
835,15/1/2,Test57,-160.00
836,15/5/25,Test44,-746.99
837,15/2/8,Test60,-116.00
838,15/11/18,Test73,841.00
839,15/8/12,Test86,-676.99
840,15/10/5,Test25,628.99
841,15/2/2,Test74,926.00
842,15/6/13,Test26,-886.00
843,15/6/15,Test95,121.00
844,15/8/24,Test14,301.00
845,15/8/4,Test23,412.00
846,15/7/7,Test15,-943.00
847,15/11/27,Test85,240.00
