ID,Date,Description,Amount
61,15/5/28,Test91,-29.00
62,15/9/1,Test22,495.00
63,15/3/22,Test69,292.00
64,15/10/23,Test32,-546.99
65,15/3/25,Test52,-8.00
66,15/5/19,Test24,345.00
67,15/12/18,Test76,-808.00
68,15/6/13,Test72,418.00
69,15/3/5,Test11,-202.00
70,15/4/28,Test12,953.00
71,15/11/7,Test32,-367.00
72,15/12/12,Test13,372.00
73,15/9/23,Test72,-35.00
74,15/6/12,Test82,-576.00
75,15/3/11,Test49,-87.00
76,15/6/2,Test85,794.00
77,15/9/3,Test86,180.99
78,15/1/24,Test16,-647.99
79,15/5/30,Test56,2.00
80,15/10/6,Test76,662.00
81,15/7/28,Test29,741.00
82,15/9/22,Test55,373.00
83,15/5/21,Test79,-81.00
84,15/3/1,Test49,261.00
85,15/11/8,Test65,-986.00
86,15/8/3,Test83,-833.00
87,15/1/3,Test23,-774.00
88,15/4/25,Test63,-124.00
89,15/12/29,Test23,760.00
90,15/1/30,Test87,473.00
91,15/6/23,Test1,-789.99
92,15/7/19,Test78,-362.00
93,15/10/31,Test17,-610.99
94,15/3/12,Test77,-966.99
95,15/9/4,Test1,744.00
96,15/9/17,Test54,-244.00
97,15/4/26,Test70,-680.00
98,15/10/23,Test95,471.99
99,15/8/27,Test77,-736.00
100,15/9/9,Test53,-870.00
101,15/9/29,Test39,543.00
102,15/7/12,Test99,402.00
103,15/5/31,Test70,-379.00
104,15/3/19,Test90,-545.00
105,15/7/19,Test74,406.00
106,15/10/21,Test28,-487.00
107,15/10/16,Test4,-53.00
108,15/1/22,Test53,-289.00
109,15/12/5,Test56,-509.00
110,15/8/20,Test44,-265.00
111,15/4/2,Test14,610.99
112,15/1/12,Test43,-365.00
113,15/7/2,Test13,600.00
114,15/1/12,Test4,848.00
115,15/5/21,Test88,-339.00
116,15/6/9,Test50,874.00
117,15/1/27,Test27,870.00
118,15/10/26,Test86,641.00
119,15/9/7,Test88,510.00
120,15/2/25,Test75,-306.00
121,15/3/13,Test26,164.00
122,15/7/1,Test62,275.99
123,15/5/1,Test88,541.00
124,15/6/26,Test22,-801.00
125,15/5/31,Test44,-279.00
126,15/10/26,Test82,-870.00
127,15/3/24,Test45,-481.99
128,15/12/9,Test60,-85.00
129,15/2/8,Test72,795.00
130,15/12/13,Test36,862.00
131,15/9/17,Test65,811.00
132,15/4/14,Test58,-971.99
133,15/1/10,Test72,-272.00
134,15/7/22,Test23,87.99
135,15/7/7,Test54,-529.00
136,15/7/28,Test95,87.00
137,15/10/30,Test67,184.00
138,15/9/2,Test48,-781.00
139,15/10/12,Test38,843.99
140,15/12/4,Test95,711.00
141,15/10/3,Test27,742.00
142,15/11/7,Test70,833.00
143,15/5/31,Test47,-69.00
144,15/3/29,Test77,-623.99
145,15/5/28,Test14,955.00
146,15/5/28,Test96,443.00
147,15/10/13,Test1,698.00
148,15/6/10,Test86,606.00
149,15/8/4,Test17,21.99
150,15/8/29,Test84,-92.00
151,15/11/15,Test38,79.00
152,15/11/23,Test37,-999.00
153,15/6/27,Test72,-380.99
154,15/11/1,Test89,-931.99
155,15/10/28,Test68,-306.00
156,15/9/3,Test73,-244.00
157,15/9/23,Test34,-735.00
158,15/2/17,Test9,332.00
159,15/6/13,Test36,854.99
160,15/6/2,Test40,749.99
161,15/8/28,Test31,104.00
162,15/6/1,Test78,523.00
163,15/2/5,Test88,-342.99
164,15/12/6,Test88,-198.00
165,15/6/6,Test60,943.00
166,15/4/11,Test29,-252.00
167,15/11/10,Test26,-564.00
168,15/7/16,Test63,-727.99
169,15/10/1,Test69,-325.00
170,15/11/16,Test93,640.99
171,15/8/23,Test92,230.00
172,15/6/28,Test95,-226.00
173,15/1/14,Test4,487.00
174,15/6/31,Test89,-906.00
175,15/5/16,Test28,-438.00
176,15/10/2,Test87,145.00
177,15/3/24,Test61,-779.00
178,15/10/18,Test34,-462.00
179,15/11/26,Test20,767.00
180,15/7/23,Test22,-797.00
181,15/4/9,Test43,-687.00
182,15/6/16,Test7,-994.00
183,15/12/8,Test97,315.00
184,15/7/11,Test82,120.00
185,15/7/24,Test51,291.00
186,15/2/27,Test94,131.99
187,15/7/30,Test25,697.00
188,15/4/29,Test26,219.00
189,15/2/6,Test95,648.99
190,15/3/30,Test1,109.00
191,15/10/25,Test97,-66.00
192,15/7/5,Test26,-208.00
193,15/6/8,Test92,-209.00
194,15/10/1,Test88,856.00
195,15/2/9,Test60,-545.99
196,15/12/15,Test81,-320.00
197,15/4/14,Test40,-514.00
198,15/9/31,Test11,798.00
199,15/7/23,Test76,643.00
200,15/9/16,Test29,-478.00
201,15/7/5,Test50,-104.00
202,15/11/31,Test36,21.99
203,15/6/17,Test31,767.00
204,15/12/10,Test14,-54.00
205,15/8/27,Test53,-65.00
206,15/4/24,Test98,379.00
207,15/10/23,Test72,-84.00
208,15/11/19,Test98,939.00
209,15/4/31,Test17,-388.00
210,15/12/24,Test85,979.00
211,15/6/28,Test40,839.00
212,15/5/29,Test13,831.00
213,15/5/30,Test51,232.00
214,15/7/24,Test35,445.00
215,15/2/7,Test73,-171.99
216,15/6/15,Test93,626.00
217,15/7/1,Test40,-849.00
218,15/7/2,Test6,334.00
219,15/9/13,Test81,449.00
220,15/11/23,Test85,354.00
221,15/10/21,Test55,-853.00
222,15/2/4,Test53,-450.00
223,15/7/8,Test47,155.00
224,15/6/22,Test31,-920.00
225,15/10/28,Test61,-59.00
226,15/7/1,Test10,-874.00
227,15/6/6,Test89,-469.00
228,15/4/24,Test86,-70.00
229,15/3/26,Test88,-431.00
230,15/3/14,Test12,-326.00
231,15/7/27,Test7,-610.00
232,15/8/4,Test70,898.00
233,15/4/27,Test60,-89.00
234,15/7/4,Test24,988.99
235,15/8/14,Test7,611.00
236,15/12/4,Test97,-136.00
237,15/6/14,Test22,666.99
238,15/2/28,Test5,482.00
239,15/11/19,Test76,-757.99
240,15/9/10,Test3,-46.00
241,15/4/9,Test65,-895.00
242,15/12/23,Test43,-636.00
243,15/5/8,Test22,913.00
244,15/2/15,Test67,4.00
245,15/1/17,Test36,-198.00
246,15/4/3,Test24,827.00
247,15/6/15,Test18,-702.00
248,15/5/23,Test4,-609.00
249,15/4/23,Test23,348.00
250,15/10/15,Test6,967.99
251,15/2/16,Test30,888.00
252,15/12/28,Test29,911.00
253,15/8/17,Test63,336.00
254,15/10/19,Test52,-766.00
255,15/5/13,Test24,-700.00
256,15/1/24,Test87,985.00
257,15/8/18,Test84,-499.00
258,15/5/11,Test62,-973.00
259,15/3/27,Test37,966.00
260,15/5/12,Test29,-613.99
261,15/3/15,Test11,-370.00
262,15/5/20,Test98,717.99
263,15/12/5,Test19,-601.00
264,15/9/2,Test25,-215.00
265,15/5/24,Test87,982.00
266,15/1/14,Test73,799.00
267,15/1/19,Test55,627.00
268,15/5/22,Test1,-200.99
269,15/5/5,Test96,-984.00
270,15/5/5,Test28,-340.00
271,15/10/1,Test53,-314.00
272,15/12/18,Test65,629.00
273,15/9/19,Test89,224.00
274,15/4/5,Test15,362.00
275,15/12/27,Test94,-928.99
276,15/7/31,Test95,688.00
277,15/10/24,Test32,-94.00
278,15/6/2,Test22,-413.00
279,15/8/9,Test81,955.00
280,15/4/5,Test81,69.00
281,15/11/7,Test11,-591.00
282,15/7/10,Test99,790.00
283,15/5/16,Test99,-872.00
284,15/7/10,Test63,-449.00
285,15/7/27,Test54,-993.00
286,15/9/14,Test6,918.00
287,15/7/7,Test71,-218.00
288,15/5/2,Test20,50.00
289,15/2/10,Test78,388.00
290,15/8/20,Test55,-127.00
291,15/4/27,Test93,10.99
292,15/9/4,Test55,16.00
293,15/12/27,Test24,362.00
294,15/2/23,Test84,-777.00
295,15/6/30,Test89,373.00
296,15/11/25,Test7,-634.00
297,15/1/19,Test52,829.00
298,15/10/27,Test69,-981.00
299,15/10/24,Test44,304.00
300,15/12/8,Test51,-506.00
301,15/6/6,Test61,568.99
302,15/11/11,Test23,736.00
303,15/4/4,Test51,389.00
304,15/7/15,Test46,743.00
305,15/10/19,Test11,324.00
306,15/11/28,Test97,988.00
307,15/1/25,Test99,-378.00
308,15/6/31,Test95,-477.99
309,15/7/25,Test10,292.00
310,15/7/22,Test39,912.00
311,15/12/15,Test9,306.99
312,15/12/24,Test73,-764.00
313,15/12/16,Test72,-996.00
314,15/3/19,Test59,346.99
315,15/9/22,Test76,451.00
316,15/4/6,Test87,322.00
317,15/7/6,Test84,841.00
318,15/3/28,Test21,-206.00
319,15/5/18,Test71,273.00
320,15/11/5,Test99,-636.00
321,15/3/4,Test26,835.99
322,15/4/5,Test52,-844.00
323,15/1/4,Test64,-320.00
324,15/12/27,Test70,48.99
325,15/1/13,Test72,-547.00
326,15/11/21,Test14,178.00
327,15/7/4,Test75,-488.00
328,15/12/15,Test39,-657.00
329,15/1/28,Test42,948.00
330,15/10/8,Test54,-635.99
331,15/10/22,Test13,-19.00
332,15/10/10,Test97,-605.99
333,15/8/22,Test61,802.00
334,15/4/28,Test41,-486.99
335,15/9/24,Test11,-1.00
336,15/7/11,Test69,733.00
337,15/9/6,Test39,476.99
338,15/1/30,Test9,92.99
339,15/3/16,Test36,218.99
340,15/11/7,Test48,797.00
341,15/12/29,Test18,-270.00
342,15/7/28,Test78,225.00
343,15/7/16,Test3,668.99
344,15/12/21,Test63,-138.00
345,15/5/8,Test96,-248.00
346,15/2/22,Test35,-123.00
347,15/6/11,Test20,753.00
348,15/5/9,Test9,-226.00
349,15/10/11,Test64,-723.00
350,15/10/1,Test16,321.99
351,15/12/14,Test6,746.00
352,15/1/14,Test2,-775.99
353,15/1/31,Test49,315.00
354,15/3/6,Test26,379.00
355,15/2/2,Test30,-194.00
356,15/3/30,Test40,456.00
357,15/5/30,Test9,-258.00
358,15/11/28,Test47,880.99
359,15/7/24,Test40,-366.00
360,15/6/17,Test42,675.00
361,15/4/30,Test8,-857.99
362,15/11/15,Test8,-541.00
363,15/9/27,Test23,-962.99
364,15/7/4,Test29,-969.99
365,15/8/23,Test37,811.00
366,15/1/21,Test22,-713.00
367,15/8/20,Test17,-861.00
368,15/12/7,Test15,495.00
369,15/4/14,Test62,859.00
370,15/4/29,Test32,282.00
371,15/9/5,Test45,240.99
372,15/9/1,Test84,632.00
373,15/8/16,Test17,87.00
374,15/2/3,Test11,385.00
375,15/8/16,Test83,-213.00
376,15/10/28,Test100,961.00
377,15/3/2,Test41,-848.00
378,15/1/10,Test59,-56.00
379,15/9/28,Test34,723.00
380,15/6/26,Test82,208.99
381,15/4/7,Test36,136.00
382,15/7/11,Test66,78.00
383,15/11/3,Test25,662.99
384,15/4/3,Test78,-965.00
385,15/11/5,Test21,984.00
386,15/6/27,Test86,260.00
387,15/8/21,Test29,-68.00
388,15/8/2,Test52,807.00
389,15/3/10,Test13,-233.00
390,15/5/15,Test10,211.99
391,15/7/29,Test72,334.00
392,15/8/21,Test23,-560.00
393,15/7/9,Test68,272.00
394,15/11/20,Test69,677.00
395,15/5/31,Test48,807.99
396,15/12/28,Test97,-921.00
397,15/9/1,Test73,540.00
398,15/7/25,Test55,639.00
399,15/11/24,Test43,-760.99
400,15/9/1,Test58,809.00
401,15/12/2,Test64,-231.99
402,15/7/30,Test10,-684.00
403,15/9/16,Test28,-820.00
404,15/4/19,Test72,-424.00
405,15/3/28,Test12,253.99
406,15/5/5,Test36,138.00
407,15/12/30,Test100,-461.99
408,15/1/16,Test23,92.00
409,15/1/11,Test2,767.00
410,15/3/27,Test46,-670.99
411,15/4/10,Test44,-627.00
412,15/9/20,Test75,735.99
413,15/7/28,Test43,-567.00
414,15/8/1,Test63,85.99
415,15/3/20,Test85,453.00
416,15/9/30,Test84,-197.00
417,15/2/12,Test36,-283.00
418,15/9/27,Test15,195.99
419,15/5/12,Test53,-531.00
420,15/5/30,Test35,169.00
421,15/10/30,Test7,-500.00
422,15/1/4,Test23,975.00
423,15/5/25,Test44,-996.00
424,15/11/28,Test15,-847.99
425,15/12/14,Test97,-375.00
426,15/5/11,Test29,-822.00
427,15/5/18,Test3,536.00
428,15/3/31,Test23,528.00
429,15/1/1,Test61,-267.00
430,15/12/23,Test27,244.00
431,15/12/17,Test30,661.00
432,15/2/31,Test63,-615.99
433,15/3/11,Test6,285.00
434,15/10/24,Test83,-924.00
435,15/12/30,Test15,-418.00
436,15/7/8,Test90,339.00
437,15/7/13,Test18,406.00
438,15/11/16,Test100,533.00
439,15/6/30,Test61,-916.00
440,15/2/27,Test15,-553.00
441,15/9/31,Test74,363.00
442,15/8/29,Test73,826.00
443,15/2/6,Test50,-796.00
444,15/9/9,Test6,673.99
445,15/9/1,Test90,-647.00
446,15/11/16,Test90,902.00
447,15/2/31,Test83,355.00
448,15/4/29,Test58,-697.00
449,15/11/7,Test41,33.00
450,15/12/2,Test51,-705.00
451,15/5/15,Test7,-117.00
452,15/9/8,Test5,337.00
453,15/3/13,Test67,188.00
454,15/1/2,Test43,743.00
455,15/1/5,Test85,222.00
456,15/1/3,Test40,479.00
457,15/3/18,Test86,-554.00
458,15/8/16,Test48,-222.00
459,15/11/20,Test37,-192.00
460,15/5/19,Test6,-918.00
461,15/2/6,Test76,17.99
462,15/9/17,Test65,628.00
463,15/12/7,Test31,-972.00
464,15/12/7,Test16,-626.99
465,15/5/26,Test35,999.00
466,15/1/27,Test38,643.00
467,15/10/25,Test40,-49.00
468,15/10/14,Test76,-81.00
469,15/10/12,Test67,-538.00
470,15/3/3,Test70,468.00
471,15/9/8,Test44,940.99
472,15/11/2,Test27,-267.00
473,15/8/24,Test35,301.00
474,15/2/23,Test87,290.00
475,15/1/7,Test70,-292.00
476,15/3/20,Test60,680.00
477,15/9/24,Test72,956.99
478,15/11/8,Test94,-217.00
479,15/3/28,Test60,-763.99
480,15/9/24,Test5,-970.00
481,15/3/1,Test95,-643.00
482,15/10/23,Test35,-29.00
483,15/10/3,Test14,977.00
484,15/3/29,Test94,-668.00
485,15/6/8,Test25,-226.00
486,15/5/20,Test39,696.00
487,15/6/24,Test88,-837.99
488,15/12/8,Test74,806.00
489,15/3/18,Test46,335.99
490,15/2/12,Test85,-643.99
491,15/12/3,Test51,800.00
492,15/4/16,Test72,133.00
493,15/9/27,Test67,-814.00
494,15/1/2,Test23,766.00
495,15/11/21,Test18,-124.00
496,15/10/13,Test83,5.00
497,15/12/12,Test86,676.99
498,15/8/12,Test12,-358.00
499,15/2/28,Test6,36.00
500,15/8/18,Test85,-744.00
501,15/7/1,Test7,142.00
502,15/2/17,Test13,569.99
503,15/8/7,Test87,-95.99
504,15/5/14,Test18,463.99
505,15/5/12,Test4,443.00
506,15/12/5,Test72,-277.00
507,15/1/27,Test64,-412.00
508,15/10/2,Test34,-796.99
509,15/8/31,Test6,-795.00
510,15/1/4,Test53,-589.00
511,15/2/3,Test15,-204.00
512,15/8/19,Test29,640.00
513,15/6/30,Test21,123.00
514,15/11/24,Test91,110.99
515,15/7/3,Test74,762.00
516,15/4/6,Test89,-337.00
517,15/7/9,Test27,892.00
518,15/4/29,Test19,661.99
519,15/8/6,Test47,308.99
520,15/3/15,Test9,-66.00
521,15/10/2,Test46,-16.00
522,15/4/5,Test31,102.99
523,15/3/28,Test93,728.00
524,15/2/17,Test84,199.00
525,15/11/27,Test88,676.00
526,15/7/26,Test9,-529.99
527,15/6/13,Test61,-608.00
528,15/11/31,Test91,-522.00
529,15/12/17,Test88,130.00
530,15/9/21,Test41,947.00
531,15/6/13,Test57,-238.99
532,15/5/3,Test22,-391.00
533,15/11/25,Test42,-886.00
534,15/5/10,Test68,-394.00
535,15/2/13,Test35,-657.00
536,15/8/19,Test1,-104.99
537,15/1/24,Test79,-127.99
538,15/8/31,Test76,802.00
539,15/10/24,Test66,-239.00
540,15/5/14,Test94,-197.99
541,15/8/29,Test94,-280.00
542,15/11/4,Test39,694.00
543,15/8/13,Test52,-697.00
544,15/11/11,Test81,982.00
545,15/10/9,Test62,500.00
546,15/12/29,Test33,-329.00
547,15/12/29,Test32,706.00
548,15/10/24,Test99,-361.00
549,15/9/30,Test48,-670.00
550,15/1/20,Test33,-534.00
551,15/4/5,Test8,-612.00
552,15/12/5,Test66,-325.00
553,15/10/6,Test96,658.00
554,15/9/11,Test99,380.00
555,15/3/24,Test73,245.00
556,15/3/21,Test49,-843.00
557,15/8/23,Test67,-386.99
558,15/9/21,Test44,67.00
559,15/1/25,Test25,534.00
560,15/7/21,Test29,-464.00
561,15/7/5,Test45,871.99
562,15/11/23,Test44,-753.00
563,15/11/5,Test77,946.99
564,15/6/29,Test66,257.99
565,15/11/11,Test89,546.99
566,15/2/13,Test18,582.00
567,15/11/9,Test94,253.00
568,15/5/9,Test44,-579.00
569,15/12/6,Test70,11.00
570,15/12/26,Test32,433.00
571,15/7/1,Test55,-425.00
572,15/6/26,Test29,95.00
573,15/7/7,Test48,-344.99
574,15/5/12,Test65,-297.00
575,15/4/6,Test61,-99.99
576,15/11/13,Test29,797.00
577,15/9/8,Test49,-214.00
578,15/9/25,Test46,351.00
579,15/1/4,Test49,708.00
580,15/12/25,Test19,697.99
581,15/7/10,Test33,-251.00
582,15/2/16,Test80,782.00
583,15/2/8,Test37,568.00
584,15/5/3,Test26,946.99
585,15/5/17,Test27,-599.00
586,15/12/13,Test2,-210.00
587,15/5/21,Test16,315.00
588,15/6/10,Test12,-596.00
589,15/10/21,Test70,1.00
590,15/4/25,Test62,371.00
591,15/8/26,Test91,946.99
592,15/10/11,Test56,292.00
593,15/11/1,Test78,-855.00
594,15/11/11,Test11,-451.00
595,15/12/3,Test71,875.00
596,15/3/19,Test54,123.00
597,15/5/22,Test60,-712.00
598,15/9/31,Test38,109.00
599,15/9/10,Test50,985.00
600,15/9/12,Test93,780.99
601,15/6/19,Test19,248.99
602,15/10/16,Test33,498.00
603,15/10/21,Test33,-102.00
604,15/10/17,Test51,210.99
605,15/3/11,Test47,-251.00
606,15/7/20,Test48,-694.99
607,15/10/4,Test25,759.00
608,15/7/30,Test32,207.00
609,15/11/11,Test96,806.00
610,15/9/6,Test100,291.00
611,15/4/2,Test100,479.00
612,15/6/13,Test69,568.00
613,15/4/13,Test56,-639.00
614,15/2/23,Test53,-733.00
615,15/8/19,Test44,841.99
616,15/11/23,Test57,886.00
617,15/8/19,Test13,-800.00
618,15/4/7,Test54,55.00
619,15/2/24,Test39,-670.00
620,15/8/4,Test74,397.99
621,15/2/11,Test57,257.00
622,15/9/24,Test54,-838.00
623,15/12/6,Test63,-831.00
624,15/3/29,Test34,423.00
625,15/11/27,Test71,-123.00
626,15/10/7,Test62,-983.00
627,15/9/16,Test16,-868.00
628,15/9/8,Test46,443.99
629,15/9/23,Test64,113.00
630,15/2/10,Test70,-866.00
631,15/2/3,Test29,532.00
632,15/2/26,Test53,118.00
633,15/2/27,Test98,-295.00
634,15/3/3,Test21,59.00
635,15/11/28,Test5,839.00
636,15/11/29,Test68,704.00
637,15/6/23,Test65,792.99
638,15/4/18,Test77,915.00
639,15/8/5,Test29,389.00
640,15/9/26,Test50,405.00
641,15/5/2,Test48,894.00
642,15/2/6,Test6,215.99
643,15/8/23,Test28,-716.00
644,15/10/23,Test23,950.00
645,15/4/27,Test45,-554.00
646,15/12/7,Test45,248.00
647,15/8/11,Test1,768.00
648,15/2/30,Test34,-454.00
649,15/9/10,Test10,414.99
650,15/12/30,Test57,486.00
651,15/10/24,Test14,459.00
652,15/6/26,Test88,-872.99
653,15/1/27,Test68,631.00
654,15/7/28,Test84,-83.00
655,15/9/8,Test15,789.00
656,15/9/13,Test23,-23.00
657,15/7/4,Test99,107.00
658,15/9/6,Test82,-846.00
659,15/6/11,Test6,-975.00
660,15/8/9,Test84,784.00
661,15/12/19,Test96,-44.00
662,15/8/1,Test84,-26.00
663,15/4/6,Test78,300.00
664,15/5/1,Test61,890.99
665,15/1/24,Test69,538.00
666,15/6/19,Test8,92.00
667,15/10/11,Test85,386.00
668,15/12/11,Test74,-987.00
669,15/7/7,Test29,50.00
670,15/2/3,Test40,61.00
671,15/8/23,Test94,-644.00
672,15/7/28,Test54,50.00
673,15/9/9,Test25,752.00
674,15/6/27,Test38,919.00
675,15/2/9,Test61,432.00
676,15/3/6,Test87,45.00
677,15/2/7,Test39,-844.00
678,15/7/11,Test82,-643.99
679,15/9/27,Test67,757.00
680,15/7/25,Test70,341.00
681,15/2/5,Test99,-526.00
682,15/3/27,Test72,-588.99
683,15/5/21,Test29,284.00
684,15/5/16,Test93,169.00
685,15/8/1,Test19,28.00
686,15/4/15,Test25,128.00
687,15/8/16,Test94,-120.00
688,15/3/28,Test36,-850.00
689,15/8/24,Test22,645.00
690,15/11/7,Test82,-260.00
691,15/7/30,Test21,-97.00
692,15/3/2,Test69,-241.00
693,15/3/7,Test69,-716.99
694,15/7/2,Test44,-15.00
695,15/6/31,Test36,73.99
696,15/9/22,Test32,510.99
697,15/3/10,Test32,71.00
698,15/8/6,Test27,640.00
699,15/10/27,Test64,125.00
700,15/3/6,Test96,-477.00
701,15/8/1,Test23,243.00
702,15/12/6,Test78,-756.99
703,15/9/25,Test7,335.99
704,15/12/28,Test46,511.00
705,15/3/28,Test48,-376.00
706,15/10/16,Test95,548.00
707,15/2/2,Test77,-335.00
708,15/3/9,Test89,31.99
709,15/8/26,Test10,-489.00
710,15/7/7,Test52,25.00
711,15/2/9,Test70,973.99
712,15/5/31,Test14,-161.00
713,15/11/12,Test67,469.00
714,15/4/23,Test88,-23.99
715,15/12/23,Test89,-447.00
716,15/12/30,Test60,-842.99
717,15/12/16,Test56,78.99
718,15/5/13,Test13,101.00
719,15/6/20,Test6,871.99
720,15/11/15,Test71,226.00
721,15/9/3,Test2,816.00
722,15/4/19,Test6,-769.00
723,15/2/5,Test61,555.00
724,15/5/6,Test12,-249.99
725,15/7/24,Test11,684.99
726,15/10/17,Test80,978.00
727,15/9/25,Test90,714.00
728,15/4/6,Test40,-958.00
729,15/12/12,Test29,-766.00
730,15/4/23,Test95,822.00
731,15/5/10,Test85,-726.00
732,15/1/27,Test92,-964.00
733,15/5/18,Test1,-465.00
734,15/9/2,Test25,756.00
735,15/9/11,Test48,-665.00
736,15/1/15,Test83,-390.00
737,15/12/20,Test33,-950.99
738,15/8/14,Test23,127.00
739,15/10/18,Test68,543.00
740,15/5/16,Test13,544.00
741,15/3/11,Test23,128.00
742,15/6/11,Test24,-894.00
743,15/3/16,Test62,-752.00
744,15/3/14,Test88,416.00
745,15/4/28,Test70,-729.00
746,15/7/8,Test38,168.99
747,15/3/5,Test14,-931.00
748,15/8/16,Test38,-436.99
749,15/11/27,Test92,-807.99
750,15/9/13,Test42,-146.99
751,15/12/15,Test65,-716.99
752,15/7/5,Test19,797.00
753,15/5/24,Test13,806.99
754,15/1/1,Test64,970.00
755,15/4/19,Test48,-499.00
756,15/2/7,Test36,-456.00
757,15/4/29,Test68,498.00
758,15/5/18,Test76,508.00
759,15/8/22,Test23,-90.00
760,15/1/28,Test2,-31.00
761,15/9/12,Test70,-927.99
762,15/2/25,Test17,-694.00
763,15/9/18,Test63,335.99
764,15/1/9,Test32,94.00
765,15/9/10,Test70,-784.99
766,15/10/8,Test62,447.00
767,15/8/14,Test97,-407.00
768,15/10/13,Test1,927.00
769,15/2/3,Test51,792.00
770,15/10/2,Test63,376.00
771,15/9/24,Test88,30.00
772,15/11/2,Test30,-600.00
773,15/6/1,Test31,34.00
774,15/2/5,Test90,-600.00
775,15/8/19,Test62,-266.00
776,15/7/6,Test11,-74.00
777,15/3/3,Test84,-306.00
778,15/2/10,Test44,436.00
779,15/5/1,Test8,174.99
780,15/5/21,Test63,-31.00
781,15/10/10,Test62,-887.00
782,15/10/27,Test5,-397.00
783,15/5/25,Test25,380.00
784,15/5/19,Test47,32.00
785,15/11/5,Test33,90.99
786,15/12/6,Test95,-174.00
787,15/2/18,Test93,222.99
788,15/10/13,Test41,254.00
789,15/7/15,Test21,663.00
790,15/2/18,Test1,289.00
791,15/4/31,Test73,878.00
792,15/9/4,Test17,-515.00
793,15/4/10,Test4,192.99
794,15/2/2,Test48,826.99
795,15/12/12,Test59,-384.00
796,15/9/23,Test19,-395.00
797,15/2/22,Test75,-58.00
798,15/5/15,Test26,-659.00
799,15/2/17,Test80,-181.00
800,15/8/26,Test41,-899.00
801,15/3/31,Test9,-821.99
802,15/10/12,Test61,-448.00
803,15/2/8,Test21,-25.00
804,15/1/31,Test93,-133.00
805,15/11/5,Test31,1000.00
806,15/6/28,Test84,-680.00
807,15/1/1,Test46,202.99
808,15/5/26,Test74,-726.00
809,15/3/6,Test3,-165.00
810,15/1/6,Test19,376.99
811,15/1/7,Test81,695.99
812,15/8/31,Test91,452.00
813,15/1/17,Test86,-92.00
814,15/6/1,Test62,-139.00
815,15/9/8,Test49,712.00
816,15/2/18,Test63,16.99
817,15/12/17,Test1,-225.00
818,15/6/5,Test6,621.00
819,15/7/23,Test46,116.99
820,15/5/30,Test17,643.00
821,15/8/2,Test28,991.00
822,15/7/22,Test51,-512.00
823,15/3/5,Test60,617.00
824,15/9/17,Test49,-739.99
825,15/12/11,Test37,177.00
826,15/1/2,Test74,-355.00
827,15/1/24,Test74,-91.00
828,15/3/18,Test27,144.00
829,15/3/6,Test75,430.00
830,15/8/4,Test47,-148.00
831,15/5/9,Test54,-340.00
832,15/2/1,Test84,-599.00
833,15/9/17,Test92,745.00
834,15/2/16,Test64,487.00
835,15/6/23,Test24,267.00
836,15/12/5,Test75,-469.00
837,15/12/25,Test28,793.00
838,15/6/4,Test32,239.99
839,15/8/14,Test80,374.99
840,15/8/15,Test74,-762.00
841,15/6/19,Test71,-542.00
842,15/9/3,Test29,-97.00
843,15/11/2,Test27,-14.00
844,15/4/6,Test31,-814.00
845,15/5/2,Test96,930.99
846,15/7/21,Test93,-388.00
847,15/1/24,Test26,-288.99
