ID,Date,Description,Amount
61,15/10/4,Test61,-112.00
62,15/1/18,Test55,21.00
63,15/7/3,Test66,595.99
64,15/5/18,Test5,-884.00
65,15/5/27,Test38,601.00
66,15/6/3,Test19,-523.00
67,15/1/9,Test54,267.00
68,15/3/21,Test11,-151.00
69,15/8/6,Test54,388.00
70,15/1/3,Test65,602.00
71,15/10/13,Test60,-714.99
72,15/10/13,Test70,-353.00
73,15/3/3,Test67,14.00
74,15/4/6,Test28,537.00
75,15/9/19,Test93,624.00
76,15/5/7,Test83,106.99
77,15/6/20,Test26,-97.00
78,15/8/9,Test83,-424.00
79,15/8/26,Test41,220.99
80,15/9/28,Test40,652.00
81,15/1/3,Test87,-182.00
82,15/12/17,Test67,552.00
83,15/11/19,Test71,-394.00
84,15/5/29,Test15,-303.99
85,15/8/10,Test79,358.00
86,15/5/1,Test68,872.00
87,15/3/17,Test66,704.00
88,15/1/17,Test48,440.00
89,15/10/11,Test55,-263.00
90,15/3/19,Test73,-82.00
91,15/7/11,Test57,940.00
92,15/2/19,Test47,943.00
93,15/11/21,Test87,497.00
94,15/7/1,Test95,747.00
95,15/3/18,Test13,377.00
96,15/1/28,Test57,605.99
97,15/10/5,Test40,-802.00
98,15/5/22,Test23,201.00
99,15/9/28,Test20,850.00
100,15/4/8,Test64,-693.00
101,15/7/17,Test23,490.00
102,15/5/3,Test51,-518.00
103,15/11/26,Test85,-178.00
104,15/6/2,Test39,-846.99
105,15/4/21,Test32,343.00
106,15/3/6,Test70,-135.00
107,15/2/17,Test32,-648.00
108,15/7/25,Test38,-162.00
109,15/2/31,Test81,-503.00
110,15/11/10,Test4,406.00
111,15/9/25,Test15,-292.99
112,15/2/30,Test38,550.00
113,15/8/9,Test2,671.00
114,15/2/27,Test87,679.00
115,15/10/10,Test6,304.99
116,15/6/28,Test3,655.00
117,15/10/27,Test19,156.00
118,15/3/9,Test64,-15.00
119,15/8/3,Test93,895.00
120,15/7/17,Test26,672.00
121,15/3/28,Test55,859.00
122,15/12/19,Test88,-905.00
123,15/9/28,Test43,933.99
124,15/5/20,Test1,-51.00
125,15/7/18,Test88,-890.00
126,15/8/13,Test29,570.00
127,15/11/12,Test34,-479.00
128,15/4/14,Test69,-775.00
129,15/6/8,Test13,-318.00
130,15/7/23,Test43,528.00
131,15/1/15,Test74,407.00
132,15/6/30,Test2,819.00
133,15/7/31,Test91,498.00
134,15/10/7,Test71,91.00
135,15/1/2,Test53,76.00
136,15/9/21,Test52,-686.00
137,15/1/19,Test87,-774.00
138,15/9/12,Test17,-58.99
139,15/1/2,Test2,406.99
140,15/9/7,Test30,-476.00
141,15/3/28,Test78,-509.00
142,15/12/29,Test39,-149.00
143,15/2/10,Test80,68.00
144,15/3/17,Test11,354.00
145,15/6/1,Test81,-118.00
146,15/11/7,Test25,666.00
147,15/10/16,Test51,-894.00
148,15/5/28,Test3,207.00
149,15/5/25,Test93,-393.00
150,15/2/22,Test100,-945.00
151,15/12/26,Test65,-301.00
152,15/1/4,Test24,428.00
153,15/12/8,Test68,43.00
154,15/4/3,Test10,-402.00
155,15/6/13,Test49,251.00
156,15/12/9,Test87,-50.00
157,15/12/6,Test25,599.00
158,15/3/14,Test1,-981.99
159,15/2/18,Test39,49.00
160,15/2/17,Test66,431.00
161,15/4/3,Test58,624.00
162,15/4/13,Test79,-277.00
163,15/1/3,Test93,-867.00
164,15/6/27,Test50,-236.00
165,15/7/4,Test19,-793.00
166,15/6/28,Test32,60.00
167,15/11/30,Test54,-568.99
168,15/1/22,Test35,551.00
169,15/9/29,Test92,-284.99
170,15/7/29,Test20,92.00
171,15/12/29,Test44,464.00
172,15/2/3,Test88,573.00
173,15/11/29,Test5,-85.00
174,15/5/8,Test89,-730.00
175,15/1/10,Test79,-1000.00
176,15/3/20,Test24,58.00
177,15/10/30,Test29,285.00
178,15/8/10,Test63,-765.00
179,15/10/31,Test82,-82.99
180,15/8/31,Test78,-955.00
181,15/1/11,Test54,85.99
182,15/8/8,Test71,-198.99
183,15/3/14,Test25,473.00
184,15/8/16,Test74,-863.00
185,15/4/27,Test25,-430.00
186,15/12/8,Test29,824.00
187,15/3/17,Test57,491.00
188,15/3/29,Test28,-281.00
189,15/2/16,Test95,-472.00
190,15/3/4,Test23,-901.00
191,15/4/8,Test44,-776.00
192,15/6/11,Test28,-340.00
193,15/10/2,Test81,-957.00
194,15/6/1,Test75,437.00
195,15/9/31,Test38,695.99
196,15/9/14,Test96,131.00
197,15/7/6,Test1,-931.99
198,15/2/11,Test36,468.00
199,15/4/24,Test62,498.00
200,15/2/6,Test16,837.00
201,15/6/14,Test37,540.00
202,15/6/24,Test67,-47.99
203,15/2/14,Test82,-161.00
204,15/2/16,Test97,-505.00
205,15/5/26,Test53,559.00
206,15/9/22,Test79,-812.00
207,15/5/13,Test43,-990.00
208,15/10/24,Test11,54.00
209,15/3/15,Test22,38.00
210,15/3/27,Test60,865.00
211,15/4/6,Test52,-145.00
212,15/2/27,Test77,-139.00
213,15/7/3,Test93,112.00
214,15/5/25,Test30,746.00
215,15/1/13,Test79,-761.99
216,15/1/1,Test78,14.00
217,15/6/29,Test14,-762.00
218,15/1/12,Test23,-932.00
219,15/8/31,Test1,-94.00
220,15/7/7,Test18,-687.00
221,15/8/20,Test34,-531.00
222,15/8/31,Test69,-742.00
223,15/11/13,Test23,-735.00
224,15/9/3,Test40,-810.00
225,15/1/11,Test68,-95.00
226,15/10/23,Test95,-444.00
227,15/9/18,Test2,942.00
228,15/2/19,Test8,-534.00
229,15/5/9,Test12,-907.00
230,15/4/17,Test69,-705.00
231,15/9/5,Test72,512.00
232,15/9/21,Test68,-486.99
233,15/9/19,Test85,917.00
234,15/11/21,Test25,704.00
235,15/4/27,Test66,363.00
236,15/5/14,Test89,517.99
237,15/2/19,Test35,-117.00
238,15/11/26,Test77,734.00
239,15/2/21,Test44,384.00
240,15/12/16,Test36,995.99
241,15/9/7,Test44,595.00
242,15/6/24,Test36,868.00
243,15/10/15,Test97,-365.00
244,15/3/6,Test93,521.00
245,15/5/18,Test63,33.00
246,15/7/18,Test88,40.00
247,15/1/19,Test65,-381.99
248,15/10/19,Test67,52.00
249,15/6/10,Test46,65.00
250,15/2/12,Test4,804.99
251,15/4/4,Test34,417.00
252,15/8/6,Test35,-400.00
253,15/9/1,Test94,-173.00
254,15/12/24,Test67,-772.00
255,15/11/2,Test15,-24.00
256,15/7/11,Test5,-673.00
257,15/4/1,Test38,714.00
258,15/1/29,Test74,174.00
259,15/11/18,Test87,65.00
260,15/8/22,Test89,-457.00
261,15/11/23,Test46,276.00
262,15/5/28,Test7,205.00
263,15/4/7,Test81,799.00
264,15/3/18,Test66,-718.00
265,15/10/12,Test12,824.00
266,15/12/15,Test27,-364.00
267,15/11/31,Test57,92.00
268,15/6/8,Test81,-814.99
269,15/5/19,Test9,-226.99
270,15/11/13,Test77,330.00
271,15/10/16,Test71,-294.00
272,15/7/15,Test39,293.00
273,15/11/26,Test46,111.00
274,15/3/8,Test57,-989.00
275,15/12/4,Test31,831.99
276,15/12/2,Test79,-348.00
277,15/11/30,Test73,939.00
278,15/12/27,Test39,-918.00
279,15/9/20,Test64,257.99
280,15/4/16,Test1,878.99
281,15/9/27,Test42,663.00
282,15/11/13,Test39,135.00
283,15/5/26,Test70,121.99
284,15/10/20,Test79,-952.99
285,15/10/6,Test19,389.00
286,15/12/7,Test46,-156.00
287,15/9/12,Test76,-474.00
288,15/12/24,Test9,885.00
289,15/3/13,Test98,488.00
290,15/11/18,Test76,-767.00
291,15/12/3,Test83,917.00
292,15/4/18,Test78,-266.00
293,15/7/17,Test7,-945.00
294,15/2/10,Test31,-409.00
295,15/12/15,Test12,761.00
296,15/12/19,Test93,-731.00
297,15/10/10,Test69,331.99
298,15/7/1,Test39,61.99
299,15/9/27,Test58,115.99
300,15/7/7,Test26,-685.00
301,15/5/20,Test41,205.99
302,15/5/18,Test68,15.99
303,15/1/15,Test90,30.00
304,15/7/6,Test17,-144.99
305,15/8/18,Test32,-116.00
306,15/2/19,Test41,-598.00
307,15/2/6,Test82,426.00
308,15/11/20,Test26,876.99
309,15/6/1,Test12,898.99
310,15/2/15,Test9,493.00
311,15/3/23,Test64,615.00
312,15/2/7,Test65,657.00
313,15/3/16,Test90,-474.00
314,15/10/14,Test49,524.00
315,15/12/30,Test82,-825.00
316,15/3/15,Test44,896.00
317,15/4/6,Test95,-512.99
318,15/6/26,Test44,518.00
319,15/1/18,Test73,742.00
320,15/10/15,Test39,525.99
321,15/9/13,Test64,-755.00
322,15/4/28,Test82,-106.00
323,15/7/22,Test32,223.99
324,15/1/16,Test59,-514.00
325,15/2/2,Test68,-501.00
326,15/5/29,Test75,463.00
327,15/4/12,Test83,-902.99
328,15/4/18,Test11,366.00
329,15/9/13,Test81,68.99
330,15/6/29,Test98,417.00
331,15/12/4,Test37,-613.00
332,15/9/19,Test13,-264.99
333,15/8/14,Test90,-641.00
334,15/3/25,Test67,-830.00
335,15/2/15,Test98,-216.00
336,15/1/29,Test50,711.99
337,15/7/11,Test66,-445.00
338,15/9/7,Test9,599.99
339,15/10/23,Test82,455.00
340,15/4/3,Test54,-48.00
341,15/10/31,Test99,68.00
342,15/9/7,Test48,-882.00
343,15/4/29,Test13,974.00
344,15/9/21,Test76,257.00
345,15/7/7,Test55,470.00
346,15/2/28,Test52,261.00
347,15/7/5,Test35,-896.00
348,15/4/20,Test17,-483.00
349,15/7/9,Test87,468.00
350,15/1/29,Test36,-385.99
351,15/5/9,Test7,-712.00
352,15/1/23,Test37,139.00
353,15/7/8,Test60,433.00
354,15/11/24,Test21,414.00
355,15/3/1,Test80,-817.99
356,15/12/31,Test55,-367.00
357,15/4/26,Test39,-790.00
358,15/1/3,Test31,550.00
359,15/2/21,Test92,-146.00
360,15/1/11,Test62,228.99
361,15/8/22,Test57,432.00
362,15/5/27,Test24,712.00
363,15/11/15,Test60,106.99
364,15/6/21,Test62,140.00
365,15/1/30,Test93,909.00
366,15/6/18,Test78,-395.00
367,15/10/24,Test15,-783.00
368,15/12/29,Test68,-82.00
369,15/10/15,Test86,-783.00
370,15/9/13,Test32,118.99
371,15/6/8,Test87,-518.00
372,15/8/23,Test19,480.00
373,15/3/23,Test7,-183.00
374,15/3/23,Test56,130.00
375,15/8/13,Test5,530.00
376,15/10/3,Test84,580.99
377,15/4/25,Test21,150.00
378,15/6/1,Test94,-279.00
379,15/5/30,Test59,-890.00
380,15/2/10,Test93,592.00
381,15/10/11,Test52,883.00
382,15/5/14,Test6,238.00
383,15/3/30,Test39,35.00
384,15/9/11,Test94,751.00
385,15/10/17,Test55,646.00
386,15/4/21,Test30,-162.00
387,15/1/23,Test58,-740.00
388,15/8/29,Test35,-251.00
389,15/10/27,Test1,150.00
390,15/3/18,Test3,-279.00
391,15/12/26,Test35,-727.00
392,15/3/13,Test51,334.00
393,15/2/7,Test89,-615.00
394,15/2/24,Test98,734.00
395,15/8/17,Test86,997.00
396,15/6/2,Test40,-712.99
397,15/5/15,Test67,-957.00
398,15/9/17,Test33,445.00
399,15/12/4,Test48,231.00
400,15/7/14,Test73,840.00
401,15/1/20,Test34,573.99
402,15/10/16,Test64,653.00
403,15/4/22,Test21,-151.00
404,15/6/29,Test1,523.00
405,15/3/30,Test94,-952.00
406,15/3/16,Test40,-869.00
407,15/6/1,Test44,986.99
408,15/2/8,Test38,976.00
409,15/10/6,Test26,-915.00
410,15/10/19,Test54,-178.00
411,15/6/17,Test90,364.00
412,15/12/20,Test61,-742.00
413,15/3/12,Test57,509.00
414,15/9/8,Test97,478.00
415,15/4/29,Test1,77.00
416,15/11/20,Test46,307.00
417,15/6/16,Test65,694.00
418,15/10/29,Test14,-470.00
419,15/8/9,Test48,-416.00
420,15/7/13,Test83,-899.00
421,15/4/13,Test16,45.00
422,15/3/17,Test5,498.00
423,15/1/31,Test16,-490.00
424,15/12/4,Test1,455.99
425,15/9/14,Test46,-864.00
426,15/11/19,Test38,-703.00
427,15/11/22,Test92,-437.99
428,15/1/27,Test57,845.00
429,15/3/21,Test87,45.99
430,15/11/10,Test80,928.00
431,15/8/15,Test56,672.99
432,15/9/12,Test79,717.00
433,15/4/4,Test48,-686.00
434,15/11/19,Test52,465.00
435,15/3/4,Test16,182.00
436,15/6/28,Test23,-148.00
437,15/11/27,Test87,-53.00
438,15/1/4,Test29,-816.00
439,15/5/24,Test59,-617.00
440,15/4/30,Test99,-998.00
441,15/12/21,Test84,560.99
442,15/3/14,Test71,-736.99
443,15/8/17,Test76,-934.00
444,15/11/23,Test5,-953.00
445,15/1/21,Test52,-220.00
446,15/5/5,Test73,-696.00
447,15/12/15,Test25,587.99
448,15/2/25,Test45,-403.00
449,15/10/15,Test10,-54.99
450,15/9/24,Test77,781.00
451,15/2/17,Test86,571.00
452,15/3/24,Test87,-744.00
453,15/8/7,Test97,-407.00
454,15/11/2,Test94,-945.99
455,15/7/28,Test38,713.99
456,15/6/3,Test49,421.00
457,15/3/9,Test41,-427.00
458,15/5/23,Test53,-343.00
459,15/4/10,Test93,-918.00
460,15/8/13,Test43,-709.00
461,15/12/4,Test32,-794.00
462,15/5/11,Test36,-684.00
463,15/5/13,Test24,365.00
464,15/3/30,Test56,-158.00
465,15/10/30,Test97,-430.99
466,15/6/22,Test91,-754.99
467,15/3/30,Test99,996.00
468,15/11/21,Test74,-332.00
469,15/3/19,Test78,-894.00
470,15/8/2,Test63,-683.00
471,15/11/1,Test23,-501.00
472,15/7/15,Test34,-956.00
473,15/7/28,Test16,191.00
474,15/4/10,Test66,124.00
475,15/5/7,Test39,674.00
476,15/1/22,Test95,-323.00
477,15/4/30,Test68,-467.00
478,15/6/4,Test48,-378.00
479,15/11/5,Test74,618.00
480,15/5/16,Test51,-436.00
481,15/5/9,Test61,-86.00
482,15/7/2,Test100,337.00
483,15/5/18,Test78,-505.00
484,15/11/7,Test50,-373.00
485,15/4/25,Test81,-390.99
486,15/6/22,Test84,470.00
487,15/12/6,Test73,256.00
488,15/2/20,Test93,608.00
489,15/9/16,Test99,-197.00
490,15/8/13,Test100,691.00
491,15/7/17,Test29,441.99
492,15/1/29,Test66,616.00
493,15/6/19,Test77,964.00
494,15/5/2,Test39,560.00
495,15/7/15,Test16,-429.00
496,15/2/22,Test8,-193.00
497,15/1/14,Test48,805.00
498,15/5/29,Test88,600.00
499,15/3/16,Test32,-826.00
500,15/2/14,Test91,375.00
501,15/4/15,Test42,382.99
502,15/6/11,Test2,471.00
503,15/8/21,Test32,379.99
504,15/8/24,Test20,394.00
505,15/4/11,Test60,722.00
506,15/8/20,Test53,-616.00
507,15/11/9,Test1,-660.00
508,15/8/17,Test29,-404.00
509,15/3/9,Test63,435.00
510,15/9/7,Test14,556.00
511,15/10/15,Test29,777.00
512,15/10/19,Test67,-36.00
513,15/12/28,Test100,856.99
514,15/6/25,Test70,-812.99
515,15/12/7,Test72,-64.00
516,15/7/8,Test8,-484.00
517,15/5/16,Test21,-420.00
518,15/11/31,Test94,-389.99
519,15/5/5,Test93,-33.00
520,15/10/25,Test86,928.00
521,15/11/17,Test40,794.00
522,15/4/31,Test78,-626.99
523,15/10/17,Test71,24.00
524,15/12/25,Test35,-459.00
525,15/4/20,Test29,166.00
526,15/12/21,Test60,-585.00
527,15/6/31,Test98,-230.00
528,15/12/26,Test41,-224.00
529,15/9/17,Test10,-409.00
530,15/6/13,Test92,-689.00
531,15/4/27,Test38,-337.00
532,15/5/19,Test86,107.00
533,15/12/19,Test91,125.99
534,15/7/27,Test57,123.99
535,15/8/6,Test36,432.00
536,15/6/4,Test6,-998.00
537,15/12/7,Test36,-553.00
538,15/8/20,Test84,554.00
539,15/6/21,Test31,118.00
540,15/6/25,Test63,-789.00
541,15/11/8,Test39,238.00
542,15/9/26,Test86,-480.99
543,15/8/22,Test60,689.99
544,15/11/25,Test75,197.00
545,15/2/18,Test88,279.00
546,15/4/28,Test14,934.99
547,15/8/2,Test68,519.00
548,15/7/29,Test28,545.00
549,15/10/4,Test71,-405.00
550,15/12/4,Test61,-536.99
551,15/4/8,Test33,-331.00
552,15/2/24,Test31,562.00
553,15/5/10,Test75,315.00
554,15/5/11,Test32,93.00
555,15/10/11,Test32,-413.00
556,15/4/4,Test4,24.00
557,15/8/11,Test22,-548.00
558,15/5/18,Test23,675.00
559,15/8/3,Test57,13.00
560,15/11/11,Test82,541.00
561,15/6/29,Test89,-161.00
562,15/10/2,Test90,-826.00
563,15/3/23,Test14,930.99
564,15/8/4,Test16,326.00
565,15/3/25,Test6,-799.00
566,15/9/16,Test75,748.00
567,15/1/24,Test99,177.99
568,15/1/24,Test20,38.99
569,15/12/14,Test3,864.00
570,15/2/13,Test25,893.00
571,15/1/4,Test84,-311.99
572,15/2/20,Test40,-862.00
573,15/11/27,Test67,240.00
574,15/12/22,Test77,-173.00
575,15/4/14,Test98,-492.00
576,15/8/25,Test35,-808.00
577,15/6/9,Test35,-265.00
578,15/1/29,Test2,-861.00
579,15/8/23,Test10,-274.00
580,15/3/10,Test38,19.00
581,15/11/29,Test86,829.00
582,15/12/17,Test10,724.00
583,15/4/4,Test57,952.00
584,15/11/24,Test4,594.00
585,15/6/15,Test59,662.00
586,15/9/10,Test90,303.00
587,15/10/19,Test5,-463.00
588,15/3/22,Test34,1.00
589,15/1/18,Test34,857.00
590,15/4/25,Test49,722.00
591,15/5/15,Test60,-713.00
592,15/11/4,Test14,-539.00
593,15/8/7,Test77,-346.00
594,15/12/4,Test82,586.00
595,15/4/2,Test92,234.99
596,15/1/25,Test76,-669.00
597,15/7/4,Test24,619.00
598,15/10/12,Test62,624.00
599,15/5/20,Test94,779.00
600,15/12/30,Test47,-689.00
601,15/4/19,Test1,-732.99
602,15/5/27,Test98,-70.00
603,15/5/15,Test38,-899.00
604,15/12/14,Test33,-290.00
605,15/5/29,Test29,436.00
606,15/8/17,Test35,-972.00
607,15/11/21,Test49,-274.00
608,15/8/25,Test80,-43.00
609,15/7/23,Test42,-106.00
610,15/9/17,Test53,387.00
611,15/12/7,Test95,447.00
612,15/10/18,Test49,553.00
613,15/1/22,Test15,-983.00
614,15/3/24,Test61,292.00
615,15/8/11,Test25,-301.00
616,15/5/5,Test20,848.00
617,15/11/19,Test25,886.00
618,15/5/7,Test23,-526.00
619,15/5/2,Test30,475.00
620,15/4/24,Test23,170.00
621,15/2/15,Test6,-900.00
622,15/11/1,Test17,-79.00
623,15/3/10,Test74,515.99
624,15/12/3,Test24,-483.00
625,15/6/23,Test39,949.00
626,15/11/27,Test71,-30.00
627,15/5/22,Test43,-803.00
628,15/10/18,Test89,707.99
629,15/7/17,Test72,749.99
630,15/2/15,Test27,588.00
631,15/2/16,Test51,-974.00
632,15/2/10,Test51,336.00
633,15/6/8,Test14,410.00
634,15/4/14,Test1,679.00
635,15/3/29,Test35,852.00
636,15/4/6,Test49,580.00
637,15/10/31,Test43,-571.99
638,15/3/21,Test21,-240.00
639,15/5/14,Test36,7.00
640,15/8/2,Test94,-190.00
641,15/8/14,Test59,-257.00
642,15/5/7,Test82,333.99
643,15/6/8,Test91,127.99
644,15/4/8,Test99,-801.00
645,15/7/10,Test41,491.00
646,15/9/6,Test14,-137.00
647,15/3/31,Test9,675.00
648,15/9/12,Test25,-317.00
649,15/2/17,Test78,34.00
650,15/11/2,Test7,-360.00
651,15/9/18,Test69,-497.00
652,15/8/29,Test99,38.00
653,15/10/24,Test93,-227.00
654,15/5/10,Test28,-352.00
655,15/8/30,Test87,302.99
656,15/11/14,Test41,644.00
657,15/7/19,Test68,59.00
658,15/2/17,Test40,-571.00
659,15/4/22,Test89,386.00
660,15/9/28,Test51,181.99
661,15/10/3,Test27,16.00
662,15/3/22,Test80,-454.00
663,15/4/11,Test85,-945.00
664,15/9/23,Test15,-650.00
665,15/7/25,Test4,-984.00
666,15/12/21,Test8,479.00
667,15/5/22,Test20,-218.00
668,15/7/14,Test76,-688.99
669,15/8/8,Test93,-407.99
670,15/5/6,Test70,-638.00
671,15/7/12,Test4,819.99
672,15/1/13,Test57,-381.00
673,15/9/25,Test70,-565.00
674,15/10/29,Test84,-977.00
675,15/4/5,Test92,-901.99
676,15/7/22,Test26,-635.00
677,15/10/25,Test22,835.00
678,15/6/31,Test2,-752.99
679,15/6/8,Test38,-725.00
680,15/5/9,Test14,-939.00
681,15/1/6,Test93,-54.00
682,15/4/22,Test21,-612.00
683,15/1/23,Test65,939.00
684,15/2/19,Test18,127.00
685,15/8/12,Test23,162.00
686,15/5/20,Test26,-197.00
687,15/12/15,Test12,-524.00
688,15/10/26,Test64,-496.99
689,15/8/10,Test46,674.00
690,15/1/15,Test29,101.00
691,15/9/31,Test94,225.00
692,15/11/6,Test99,-500.00
693,15/2/5,Test92,-246.99
694,15/3/23,Test100,-685.00
695,15/9/30,Test41,-204.00
696,15/10/12,Test80,-50.99
697,15/11/26,Test64,-551.00
698,15/2/20,Test87,-228.00
699,15/3/9,Test98,-410.00
700,15/8/2,Test56,321.99
701,15/8/9,Test78,-483.00
702,15/1/23,Test75,-826.00
703,15/10/1,Test83,213.99
704,15/7/4,Test19,72.00
705,15/11/13,Test81,749.00
706,15/9/24,Test27,132.00
707,15/4/5,Test52,57.00
708,15/8/20,Test25,47.00
709,15/9/16,Test22,-30.00
710,15/2/24,Test46,-954.00
711,15/3/1,Test6,-783.99
712,15/6/30,Test23,469.00
713,15/2/8,Test11,99.00
714,15/12/15,Test89,114.00
715,15/10/28,Test92,-667.99
716,15/7/17,Test93,-266.00
717,15/12/8,Test2,-965.00
718,15/3/10,Test67,551.00
719,15/1/13,Test42,-689.00
720,15/2/15,Test40,-531.00
721,15/11/20,Test95,577.00
722,15/12/18,Test86,-456.99
723,15/6/19,Test23,-838.00
724,15/8/18,Test73,-426.00
725,15/3/14,Test53,30.00
726,15/6/20,Test15,233.00
727,15/9/24,Test73,499.00
728,15/7/27,Test94,70.00
729,15/5/5,Test50,361.00
730,15/12/24,Test12,386.00
731,15/11/27,Test98,-892.00
732,15/7/24,Test18,655.00
733,15/8/10,Test14,-366.00
734,15/5/23,Test30,-264.00
735,15/9/30,Test89,3.00
736,15/7/24,Test34,-931.00
737,15/12/4,Test89,-974.00
738,15/6/31,Test57,59.00
739,15/5/12,Test65,955.99
740,15/6/21,Test44,-938.99
741,15/6/14,Test80,-332.00
742,15/1/24,Test26,-57.00
743,15/10/4,Test24,-458.99
744,15/2/17,Test98,628.99
745,15/7/27,Test3,-404.00
746,15/2/10,Test97,308.00
747,15/5/1,Test95,494.99
748,15/2/4,Test73,-333.00
749,15/6/27,Test59,546.00
750,15/8/29,Test11,755.00
751,15/2/3,Test80,825.00
752,15/3/14,Test65,-659.00
753,15/4/27,Test94,381.00
754,15/7/12,Test35,749.00
755,15/7/8,Test93,-915.00
756,15/11/18,Test8,360.00
757,15/11/17,Test3,588.00
758,15/10/9,Test67,483.00
759,15/7/30,Test23,687.00
760,15/4/25,Test40,136.00
761,15/1/31,Test64,-799.00
762,15/12/20,Test29,518.99
763,15/8/20,Test53,643.00
764,15/6/1,Test81,-122.00
765,15/4/22,Test73,-566.00
766,15/1/15,Test15,-683.00
767,15/8/7,Test84,-26.00
768,15/7/14,Test62,-423.00
769,15/9/8,Test77,-89.99
770,15/8/13,Test34,888.00
771,15/7/19,Test99,854.00
772,15/8/19,Test71,-890.00
773,15/7/2,Test60,-96.00
774,15/11/10,Test71,327.00
775,15/8/20,Test87,660.00
776,15/10/18,Test66,-355.00
777,15/3/2,Test61,50.00
778,15/4/11,Test85,-494.00
779,15/1/11,Test46,410.00
780,15/5/17,Test38,257.00
781,15/1/19,Test29,-858.00
782,15/1/24,Test12,-653.00
783,15/5/26,Test30,-973.00
784,15/2/31,Test32,579.00
785,15/12/23,Test65,-851.00
786,15/11/12,Test74,562.99
787,15/8/4,Test77,-863.99
788,15/11/28,Test74,739.00
789,15/7/26,Test80,170.00
790,15/9/3,Test22,-270.99
791,15/6/23,Test50,-507.00
792,15/11/29,Test19,134.00
793,15/10/12,Test55,-744.99
794,15/4/4,Test63,490.00
795,15/8/10,Test89,-936.00
796,15/10/25,Test51,-639.00
797,15/5/3,Test97,879.00
798,15/5/5,Test36,-677.00
799,15/3/9,Test8,590.00
800,15/1/8,Test10,796.00
801,15/4/18,Test74,421.00
802,15/5/24,Test13,340.00
803,15/4/23,Test98,-243.00
804,15/1/7,Test45,-123.00
805,15/1/24,Test48,372.00
806,15/1/14,Test39,-618.00
807,15/1/3,Test19,817.99
808,15/4/12,Test21,108.99
809,15/10/20,Test57,215.00
810,15/8/26,Test42,-504.00
811,15/5/13,Test72,-698.00
812,15/5/9,Test58,542.00
813,15/3/19,Test74,402.00
814,15/2/15,Test80,980.00
815,15/4/19,Test71,893.00
816,15/8/6,Test28,-967.99
817,15/8/3,Test55,-644.00
818,15/4/8,Test32,-633.00
819,15/2/22,Test23,784.00
820,15/4/19,Test16,911.00
821,15/3/3,Test51,-303.00
822,15/5/8,Test88,620.99
823,15/9/22,Test30,431.99
824,15/6/28,Test40,878.00
825,15/3/12,Test48,-517.99
826,15/6/25,Test90,133.00
827,15/6/16,Test32,549.00
828,15/11/31,Test70,554.00
829,15/10/8,Test73,921.00
830,15/5/21,Test3,138.00
831,15/9/31,Test8,567.00
832,15/12/22,Test23,-660.00
833,15/10/24,Test54,-903.00
834,15/2/17,Test41,-518.00
835,15/5/7,Test46,-756.00
836,15/5/16,Test14,736.00
837,15/9/15,Test65,41.00
838,15/11/20,Test66,-853.00
839,15/12/28,Test46,-792.00
840,15/3/14,Test48,404.99
841,15/9/18,Test92,-978.00
842,15/8/22,Test50,728.99
843,15/11/14,Test49,-189.99
844,15/8/18,Test39,943.00
845,15/2/2,Test35,5.00
846,15/7/9,Test66,-194.00
847,15/2/8,Test97,838.00
